ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status,GBP rate,LineAmountGBP,Period,Channel,Country,Region
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2671,726961 (PO 44004523),11/21/2023,12/21/2023,,121.94,0,121.94,0,Delivery,Shipping,1,41.99,,41.99,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,32.98196556,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2671,726961 (PO 44004523),11/21/2023,12/21/2023,,121.94,0,121.94,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2670,726942 (PO 44004294),11/13/2023,12/13/2023,,121.14,0,121.14,0,PX0002,HUE HD Pro Camera (Red),1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.79847933,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2670,726942 (PO 44004294),11/13/2023,12/13/2023,,121.14,0,121.14,0,Delivery,Shipping,1,41.19,,41.19,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,32.35358804,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2670,726942 (PO 44004294),11/13/2023,12/13/2023,,121.14,0,121.14,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2669,726938 (PO 44004232),10/11/2023,10/12/2023,,986.27,0,986.27,0,PX0001,HUE HD Pro Camera (Blue),11,79.95,,879.45,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,690.7832726,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2669,726938 (PO 44004232),10/11/2023,10/12/2023,,986.27,0,986.27,0,Delivery,Shipping,1,106.82,,106.82,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,83.90410959,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2669,726938 (PO 44004232),10/11/2023,10/12/2023,,986.27,0,986.27,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2668,726943 (PO 44004237),10/11/2023,10/12/2023,,141.13,0,141.13,0,PX0002,HUE HD Pro Camera (Red),1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.79847933,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2668,726943 (PO 44004237),10/11/2023,10/12/2023,,141.13,0,141.13,0,IN0001,HUE Intuition Software - Single User License,1,19.99,,19.99,4300,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,15.70158351,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2668,726943 (PO 44004237),10/11/2023,10/12/2023,,141.13,0,141.13,0,Delivery,Shipping,1,41.19,,41.19,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,32.35358804,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2668,726943 (PO 44004237),10/11/2023,10/12/2023,,141.13,0,141.13,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2667,726954 (PO 44004247),10/11/2023,10/12/2023,,348.77,0,348.77,0,HD0003,HUE HD Camera (Green),6,49.95,,299.7,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,235.4059319,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2667,726954 (PO 44004247),10/11/2023,10/12/2023,,348.77,0,348.77,0,Delivery,Shipping,1,49.07,,49.07,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,38.5431067,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2667,726954 (PO 44004247),10/11/2023,10/12/2023,,348.77,0,348.77,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2666,726907 (PO 44004248),10/11/2023,10/12/2023,,165.18,0,165.18,0,PX0004,HUE HD Pro Camera (Black),1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.79847933,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2666,726907 (PO 44004248),10/11/2023,10/12/2023,,165.18,0,165.18,0,CX0005,HUE HD Pro hard carry case (White/multicoloured),3,13.3,,39.9,4117,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,31.34032927,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2666,726907 (PO 44004248),10/11/2023,10/12/2023,,165.18,0,165.18,0,Delivery,Shipping,1,45.33,,45.33,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,35.60544175,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2666,726907 (PO 44004248),10/11/2023,10/12/2023,,165.18,0,165.18,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTON, KY 40505",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-2665,"PO-P30673, paid wire transfer",10/11/2023,10/12/2023,,1902.74,0,1902.74,0,ASB001,HUE Animation Studio (Blue) (28x) (full carton),1,1958.6,10,1762.74,4100,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.27312,1384.582757,Nov-23,Direct,United States,US
STEMfinity,accounting@stemfinity.com,9841 W Emerald Street,,,,Boise,ID,83704,US,9841 W Emerald Street,,,,Boise,ID,83704,,INV-2665,"PO-P30673, paid wire transfer",10/11/2023,10/12/2023,,1902.74,0,1902.74,0,Delivery,Shipping,1,140,,140,4700,Tax Exempt,0,,,,,USD,Sales invoice,Sent,Paid,1.27312,109.9660676,Nov-23,Direct,United States,US
Powhatan Middle School,Becky.keaton@powhatan.k12.va.us,4135 Old Buckingham Rd,,,,Powhatan,VA,23139,US,,,,,,,,,INV-2664,726988 (PO 211),10/11/2023,10/12/2023,,63.51,0,63.51,0,HD0001,HUE HD Camera (Blue),1,49.95,,49.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,39.23432198,Nov-23,Direct,United States,US
Powhatan Middle School,Becky.keaton@powhatan.k12.va.us,4135 Old Buckingham Rd,,,,Powhatan,VA,23139,US,,,,,,,,,INV-2664,726988 (PO 211),10/11/2023,10/12/2023,,63.51,0,63.51,0,Delivery,Shipping,1,13.56,,13.56,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,10.65099912,Nov-23,Direct,United States,US
Powhatan Middle School,Becky.keaton@powhatan.k12.va.us,4135 Old Buckingham Rd,,,,Powhatan,VA,23139,US,,,,,,,,,INV-2664,726988 (PO 211),10/11/2023,10/12/2023,,63.51,0,63.51,0,,"Delivery Address:Michelle HockadayPowhtan Middle School4135 Old Buckingham RoadPowhatan, VA 23139United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2663,726895 (PO 44003875),2/11/2023,2/12/2023,,579.45,0,579.45,0,PX0004,HUE HD Pro Camera (Black),6,79.945,,479.67,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,376.7673118,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2663,726895 (PO 44003875),2/11/2023,2/12/2023,,579.45,0,579.45,0,CX0004,HUE HD Pro hard carry case (Black),6,16.63,,99.78,4117,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,78.37438733,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2663,726895 (PO 44003875),2/11/2023,2/12/2023,,579.45,0,579.45,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2663,726895 (PO 44003875),2/11/2023,2/12/2023,,579.45,0,579.45,0,,"Delivery Address:Joanna KerrFCPS WAREHOUSE1126 RUSSELL CAVE ROADLexington, KY 40505United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Nov-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,PX0001,HUE HD Pro Camera (Blue),3,79.95,,239.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,188.395438,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,PX0002,HUE HD Pro Camera (Red),2,79.95,,159.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,125.5969587,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,PX0003,HUE HD Pro Camera (Green),2,79.95,,159.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,125.5969587,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,PX0004,HUE HD Pro Camera (Black),2,79.95,,159.9,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,125.5969587,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,CX0005,HUE HD Pro hard carry case (White/multicoloured),1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,Delivery,Shipping,1,96.51,,96.51,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,75.80589418,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2662,726911 (PO 44003780),10/31/2023,11/30/2023,,816.06,0,816.06,0,,"Delivery Address:Daniel ParksFCPS WAREHOUSE1126 RUSSELL CAVE ROADLexington, KY 40505United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,AS0002,HUE Animation Studio (Red),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,54.94376021,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,AS0004,HUE Animation Studio (Black),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,54.94376021,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,AS0001,HUE Animation Studio (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,54.94376021,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,HD0003,HUE HD Camera (Green),1,49.95,,49.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,39.23432198,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,Delivery,Shipping,1,43.86,,43.86,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,34.45079804,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2661,676637 (PO 44003569),10/26/2023,11/25/2023,,303.66,0,303.66,0,,"Delivery address:Lindsay AmesFCPS WAREHOUSE1126 RUSSELL CAVE ROADLexington, KY 40505United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2660,#676588 (PO 44003591),10/26/2023,11/25/2023,,549.65,0,549.65,0,PX0001,HUE HD Pro Camera (Blue),6,79.95,,479.7,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,376.790876,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2660,#676588 (PO 44003591),10/26/2023,11/25/2023,,549.65,0,549.65,0,AS0001,HUE Animation Studio (Blue),1,69.95,,69.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,54.94376021,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2660,#676588 (PO 44003591),10/26/2023,11/25/2023,,549.65,0,549.65,0,Delivery,Shipping,1,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2660,#676588 (PO 44003591),10/26/2023,11/25/2023,,549.65,0,549.65,0,,Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXINGTONKY 40505,0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Caldwell County Schools,ammiller@caldwellschools.com,1914 Hickory Blvd. SW,,,,Lenoir,NC,28645,US,,,,,,,,,INV-2659,676653 (PO 9115043),10/20/2023,11/19/2023,,2543.93,0,2543.93,0,PX0004,HUE HD Pro Camera (Black),30,79.95,,2398.5,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,1883.95438,Oct-23,Direct,United States,US
Caldwell County Schools,ammiller@caldwellschools.com,1914 Hickory Blvd. SW,,,,Lenoir,NC,28645,US,,,,,,,,,INV-2659,676653 (PO 9115043),10/20/2023,11/19/2023,,2543.93,0,2543.93,0,Delivery,Shipping,1,145.43,,145.43,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,114.2311801,Oct-23,Direct,United States,US
Caldwell County Schools,ammiller@caldwellschools.com,1914 Hickory Blvd. SW,,,,Lenoir,NC,28645,US,,,,,,,,,INV-2659,676653 (PO 9115043),10/20/2023,11/19/2023,,2543.93,0,2543.93,0,,"ATTN: Amye MillerDelivery Address:Caldwell County Schools1914 Hickory Blvd SWLenoir, NC 28645United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2658,676551 (PO 44201811),10/13/2023,12/11/2023,,95.79,0,95.79,0,PX0004,HUE HD Pro Camera (Black),1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.79847933,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2658,676551 (PO 44201811),10/13/2023,12/11/2023,,95.79,0,95.79,0,Delivery,Shipping,1,15.84,,15.84,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,12.44187508,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2658,676551 (PO 44201811),10/13/2023,12/11/2023,,95.79,0,95.79,0,,"Delivery Address:FCPS WAREHOUSE1126 RUSSELL CAVE ROADLEXIINGTON, KY 40505United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Hazlet Township Public Schools,epizzaia@hazlet.org,421 Middle Rd,,,,Hazlet,NJ,7730,US,,,,,,,,,INV-2657,676310 (PO 24-02423),10/13/2023,12/11/2023,11/30/2023,184.7,0,184.7,0,PX0001,HUE HD Pro Camera (Blue),1,79.95,,79.95,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.79847933,Oct-23,Direct,United States,US
Hazlet Township Public Schools,epizzaia@hazlet.org,421 Middle Rd,,,,Hazlet,NJ,7730,US,,,,,,,,,INV-2657,676310 (PO 24-02423),10/13/2023,12/11/2023,11/30/2023,184.7,0,184.7,0,CX0005,HUE HD Pro hard carry case (White/multicoloured),5,15.96,,79.8,4117,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,62.68065854,Oct-23,Direct,United States,US
Hazlet Township Public Schools,epizzaia@hazlet.org,421 Middle Rd,,,,Hazlet,NJ,7730,US,,,,,,,,,INV-2657,676310 (PO 24-02423),10/13/2023,12/11/2023,11/30/2023,184.7,0,184.7,0,Delivery,Shipping,1,24.95,,24.95,4700,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,19.59752419,Oct-23,Direct,United States,US
Hazlet Township Public Schools,epizzaia@hazlet.org,421 Middle Rd,,,,Hazlet,NJ,7730,US,,,,,,,,,INV-2657,676310 (PO 24-02423),10/13/2023,12/11/2023,11/30/2023,184.7,0,184.7,0,,"Delivery Address:Heather SchwarzHAZLET TWP BOARD OF ED421 MIDDLE ROADHazlet, NJ 07730United States (US)",0,0,,0,,,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,0,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2656,676644 (PO 44003166),12/10/2023,11/11/2023,,279.75,0,279.75,0,PX0002,HUE HD Pro Camera (Red),3,79.95,,239.85,4100,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,188.395438,Oct-23,Direct,United States,US
Fayette County Public Schools,fcps.accountspayable@fayette.kyschools.us,PO BOX 55490,,,,LEXINGTON,KY,40555,US,FCPS WAREHOUSE,1126 RUSSELL CAVE ROAD,,,LEXINGTON,KY,40505,,INV-2656,676644 (PO 44003166),12/10/2023,11/11/2023,,279.75,0,279.75,0,CX0005,HUE HD Pro hard carry case (White/multicoloured),3,13.3,,39.9,4117,Tax Exempt,0,,,,,USD,Sales invoice,Viewed,Paid,1.27312,31.34032927,Oct-23,Direct,United States,US
